INV_NO;DEPTO;OFICINA_NO;AUXILIAR;PARTIDA_NO;COD_ENTIDAD;COD_ANTIGUO;SERIE;DESCRIPCION;ESTADO;GEOGRAFICA;ESPECIFICA;EMP_NO;PROCEDENCIA;FECHA_INGRESO;OBSERVACIONES
AF-4525;LA PAZ;OF-08;ESTANTE;PART-01;20301050404;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;AV. JUAN PABLO II;SOPORTE TECNICO;E-39;ENTIDAD;21/4/2015;-
AF-4526;LA PAZ;OF-08;ESTANTE;PART-01;20301050405;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;AV. JUAN PABLO II;ADMINISTRACION;E-30;ENTIDAD;21/4/2015;-
AF-4527;LA PAZ;OF-08;ESTANTE;PART-01;20301050406;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;AV. JUAN PABLO II;JURIDICA;E-24;ENTIDAD;21/4/2015;-
AF-4528;LA PAZ;OF-08;ESTANTE;PART-01;20301050407;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;AV. JUAN PABLO II;JURIDICA;E-24;ENTIDAD;21/4/2015;-
AF-4529;LA PAZ;OF-08;ESTANTE;PART-01;20301050408;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;AV. JUAN PABLO II;SANEAMIENTO PLANTA BAJA;E-24;ENTIDAD;21/4/2015;-
AF-4530;LA PAZ;OF-12;ESTANTE;PART-01;20301050374;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;PLAZA LIBERTAD;JEFATURA;E-08;ENTIDAD;21/4/2015;-
AF-4531;LA PAZ;OF-13;ESTANTE;PART-01;20301050392;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;PLAZA LIBERTAD;JEFATURA;E-33;ENTIDAD;21/4/2015;-
AF-4532;LA PAZ;OF-11;ESTANTE;PART-01;20301050372;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OFICINA RESPONSABLE;E-04;ENTIDAD;21/4/2015;-
AF-4533;LA PAZ;OF-13;ESTANTE;PART-01;20301050391;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;ARCHIVO;E-33;ENTIDAD;21/4/2015;-
AF-4534;LA PAZ;OF-13;ESTANTE;PART-01;20301050384;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;ADMINISTRACIÓN Y FINANZAS;E-33;ENTIDAD;21/4/2015;-
AF-4535;LA PAZ;OF-13;SILLA;PART-01;20301030011;RT3474X286;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE TELA C. ROSA;REGULAR;CALLE BOLIVAR S/N;VALORES;E-48;POL;31/3/2015;-
AF-4536;LA PAZ;OF-13;SILLA;PART-01;20301030008;PCGDNI067008;-;SILLA DE MADERA C. CAFÉ;REGULAR;CALLE BOLIVAR S/N;VALORES;E-48;POL;31/3/2015;-
AF-4537;LA PAZ;OF-13;SILLA;PART-01;20301030013;PCGDNI067011;-;SILLA DE MADERA C. CAFÉ;REGULAR;CALLE BOLIVAR S/N;VALORES;E-48;POL;31/3/2015;-
AF-4538;LA PAZ;OF-13;SILLA;PART-01;20301030041;SIN CODIGO;-;SILLA DE MADERA C. ROBLE;REGULAR;CALLE BOLIVAR S/N;VALORES;E-48;POL;31/3/2015;-
AF-4539;LA PAZ;OF-13;SILLA;PART-01;20301030006;113020450;-;SILLA GIRATORIA TIPO SECRETARIA C. GRIS;REGULAR;CALLE BOLIVAR S/N;VALORES;E-48;POL;31/3/2015;-
AF-4540;LA PAZ;OF-13;SILLA;PART-01;20501030155;SIN CODIGO;-;SILLA SEMIEJECUTIVA CON APOYA BRAZOS Y TAPIZ DE TELA C. NEGRO;BUENO;CALLE BOLIVAR S/N;VALORES;E-48;ENTIDAD;31/3/2015;-
AF-4541;LA PAZ;OF-13;TRANSFORMADOR DE VOLTAJE;PART-03;20303160002;01-114-4370-29-0138;-;TRANSFORMADOR DE VOLTAJE;REGULAR;CALLE BOLIVAR S/N;VALORES;E-48;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-4542;LA PAZ;OF-13;ESTANTE;PART-01;20301050385;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;OPERACIONES PISO 1;E-55;ENTIDAD;21/4/2015;-
AF-4543;LA PAZ;OF-13;ESTANTE;PART-01;20301050386;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;OPERACIONES PISO 1;E-55;ENTIDAD;21/4/2015;-
AF-4544;LA PAZ;OF-13;ESTANTE;PART-01;20301050387;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;OPERACIONES PISO 1;E-55;ENTIDAD;21/4/2015;-
AF-4545;LA PAZ;OF-13;ESTANTE;PART-01;20301050388;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;OPERACIONES PISO 1;E-55;ENTIDAD;21/4/2015;-
AF-4546;LA PAZ;OF-13;ESTANTE;PART-01;20301050399;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;CONTROL DE PERSONAL;E-74;ENTIDAD;21/4/2015;-
AF-4547;LA PAZ;OF-13;ESTANTE;PART-01;20301050383;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;SECRETARIA;E-52;ENTIDAD;21/4/2015;-
AF-4548;LA PAZ;OF-01;ESTANTE;PART-01;20301050389;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;JURIDICA PISO 3;E-168;ENTIDAD;21/4/2015;-
AF-4549;LA PAZ;OF-01;ESTANTE;PART-01;20301050390;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;JURIDICA PISO 3;E-168;ENTIDAD;21/4/2015;-
AF-4550;LA PAZ;OF-13;ESTANTE;PART-01;20301050400;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-33;ENTIDAD;21/4/2015;-
AF-4551;LA PAZ;OF-01;ESTANTE;PART-01;20301050401;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-33;ENTIDAD;21/4/2015;-
AF-4552;LA PAZ;OF-01;ESTANTE;PART-01;20301050402;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-33;ENTIDAD;21/4/2015;-
AF-4553;LA PAZ;OF-11;ESTANTE;PART-01;20301050373;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OPERACIONES;E-01;ENTIDAD;21/4/2015;-
AF-4554;LA PAZ;OF-13;ESTANTE;PART-01;20301050393;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-33;ENTIDAD;21/4/2015;-
AF-4555;LA PAZ;OF-13;ESTANTE;PART-01;20301050394;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-33;ENTIDAD;21/4/2015;-
AF-4556;LA PAZ;OF-13;ESTANTE;PART-01;20301050395;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;SOPORTE TECNICO;E-54;ENTIDAD;21/4/2015;-
AF-4557;LA PAZ;OF-12;ESTANTE;PART-01;20301050375;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;PLAZA LIBERTAD;JEFATURA;E-05;ENTIDAD;21/4/2015;-
AF-4558;LA PAZ;OF-01;ESTANTE;PART-01;20301050396;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;VALORES;E-99;ENTIDAD;21/4/2015;-
AF-4559;LA PAZ;OF-13;ESTANTE;PART-01;20301050397;SIN CODIGO;-;ESTANTE METALICO MECANO CON PLANCHA DE 0,75 mm. CON 5 BANDEJAS Y 4 DIVISIONES, ALTO 2 MTS. ANCHO 0,90 MTS. PROFUNDIDAD 0,40 MTS. C.PLOMO;BUENO;CALLE BOLIVAR S/N;CERTIFICACIONES Y TRAMITES LEGALES;E-122;ENTIDAD;21/4/2015;-
AF-4560;LA PAZ;OF-04;GAVETERO;PART-01;20301020038;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;SUB-ALCALDIA DISTRITO - 1;OPERACIONES;E-180;ENTIDAD;4/5/2015;-
AF-4561;LA PAZ;OF-09;GAVETERO;PART-01;20301020039;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE 4 S/N ZONA PACAJES CALUYO;GABINETE;E-103;ENTIDAD;21/4/2015;-
AF-4562;LA PAZ;OF-02;GAVETERO;PART-01;20301020040;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;LA FLORIDA ZONA SUR;JEFATURA;E-204;ENTIDAD;21/4/2015;-
AF-4563;LA PAZ;OF-01;GAVETERO;PART-01;20301020041;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;VALORES;E-99;ENTIDAD;21/4/2015;-
AF-4564;LA PAZ;OF-07;GAVETERO;PART-01;20301020042;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;AV. JUAN PABLO II Nº 45 ESQ. CALLE 4 ZONA FERROPRETOL;OPERACIONES;E-79;ENTIDAD;21/4/2015;-
AF-4565;LA PAZ;OF-08;GAVETERO;PART-01;20301020043;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;AV. JUAN PABLO II;"PLANTA BAJA
OPERACIONES";E-17;ENTIDAD;21/4/2015;-
AF-4566;LA PAZ;OF-08;GAVETERO;PART-01;20301020044;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;AV. JUAN PABLO II;JURIDICA;E-17;ENTIDAD;21/4/2015;-
AF-4567;LA PAZ;OF-10;GAVETERO;PART-01;20301020045;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;AV. INGAVI Nº S/N ENTRE AV. PANDO Y MURILLO;AREA OPERATIVA;E-188;ENTIDAD;21/4/2015;-
AF-4568;LA PAZ;OF-12;GAVETERO;PART-01;20301020046;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;PLAZA LIBERTAD;JEFATURA;E-08;ENTIDAD;21/4/2015;-
AF-4569;LA PAZ;OF-11;GAVETERO;PART-01;20301020047;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OFICINA RESPONSABLE PISO 2;E-01;ENTIDAD;21/4/2015;-
AF-4570;LA PAZ;OF-13;GAVETERO;PART-01;20301020048;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-50;ENTIDAD;21/4/2015;-
AF-4571;LA PAZ;OF-13;GAVETERO;PART-01;20301020049;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-50;ENTIDAD;21/4/2015;-
AF-4572;LA PAZ;OF-13;GAVETERO;PART-01;20301020050;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE BOLIVAR S/N;ADMINISTRACIÓN Y FINANZAS;E-50;ENTIDAD;21/4/2015;-
AF-4573;LA PAZ;OF-13;GAVETERO;PART-01;20301020051;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE BOLIVAR S/N;TERCERA EDAD;E-50;ENTIDAD;21/4/2015;-
AF-4574;LA PAZ;OF-13;GAVETERO;PART-01;20301020052;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-50;ENTIDAD;21/4/2015;-
AF-4575;LA PAZ;OF-13;GAVETERO;PART-01;20301020053;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE BOLIVAR S/N;CONTROL DE PERSONAL;E-74;ENTIDAD;21/4/2015;-
AF-4576;LA PAZ;OF-01;GAVETERO;PART-01;20301020054;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE BOLIVAR S/N;SANEAMIENTO PISO 4;E-117;ENTIDAD;21/4/2015;-
AF-4577;LA PAZ;OF-13;GAVETERO;PART-01;20301020055;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE BOLIVAR S/N;1 PISO;E-33;ENTIDAD;21/4/2015;-
AF-4578;LA PAZ;OF-13;GAVETERO;PART-01;20301020056;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE BOLIVAR S/N;1 PISO;E-33;ENTIDAD;21/4/2015;-
AF-4579;LA PAZ;OF-13;GAVETERO;PART-01;20301020057;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE BOLIVAR S/N;1 PISO;E-33;ENTIDAD;21/4/2015;-
AF-4580;LA PAZ;OF-13;GAVETERO;PART-01;20301020058;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE BOLIVAR S/N;1 PISO;E-33;ENTIDAD;21/4/2015;-
AF-4581;LA PAZ;OF-13;GAVETERO;PART-01;20301020059;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE BOLIVAR S/N;1 PISO;E-33;ENTIDAD;21/4/2015;-
AF-4582;LA PAZ;OF-13;GAVETERO;PART-01;20301020060;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE BOLIVAR S/N;1 PISO;E-33;ENTIDAD;21/4/2015;-
AF-4583;LA PAZ;OF-13;GAVETERO;PART-01;20301020061;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE BOLIVAR S/N;1 PISO;E-33;ENTIDAD;21/4/2015;-
AF-4584;LA PAZ;OF-13;GAVETERO;PART-01;20301020062;SIN CODIGO;-;GAVETERO METALICO DE 5 GAVETAS C. PLOMO Y AZUL DE 1,62X0,47X0,63 MTS.;BUENO;CALLE BOLIVAR S/N;1 PISO;E-33;ENTIDAD;21/4/2015;-
AF-4585;LA PAZ;OF-01;ROUTER;PART-02;20502110016;SIN CODIGO;FTX18048068;ROUTER MARCA CISCO 800 SERIE MOD. CISCO 881 ADAPTADOR SAFETY S. DTH1744S2KV;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;SALA DE REDES;E-99;ENTIDAD;22/4/2015;-
AF-4586;LA PAZ;OF-08;ROUTER;PART-02;20502110008;SIN CODIGO;FTX174186B2;ROUTER MARCA CISCO 800 SERIE MOD. CISCO 881 ADAPTADOR LITEON S. LIT17350A2G;BUENO;AV. JUAN PABLO II;SOPORTE TECNICO;E-39;ENTIDAD;22/4/2015;-
AF-4587;LA PAZ;OF-13;ROUTER;PART-02;20502110014;SIN CODIGO;FTX1804806A;ROUTER MARCA CISCO 800 SERIES MOD. CISCO 881 ADAPATADOR SAFETY S. DTH1744S2KJ;BUENO;CALLE BOLIVAR S/N;TECNOLOGIA PISO 4;E-54;ENTIDAD;22/4/2015;-
AF-4588;LA PAZ;OF-13;SILLA;PART-01;20501030168;SIN CODIGO;-;SILLA SEMIJECUTIVA CON APOYA BRAZOS Y SUSPENSIÓN HIDRAULICA CON TAPIZ DE CUERINA C. NEGRO;BUENO;CALLE BOLIVAR S/N;TECNOLOGIA;E-54;ENTIDAD;22/4/2015;-
AF-4589;LA PAZ;OF-09;SILLA;PART-01;20501030169;SIN CODIGO;-;SILLA SEMIJECUTIVA CON APOYA BRAZOS Y SUSPENSIÓN HIDRAULICA CON TAPIZ DE CUERINA C. NEGRO;BUENO;CALLE 4 S/N ZONA PACAJES CALUYO;GABINETE;E-103;ENTIDAD;4/5/2015;-
AF-4590;LA PAZ;OF-04;SILLA;PART-01;20501030170;SIN CODIGO;-;SILLA SEMIJECUTIVA CON APOYA BRAZOS Y SUSPENSIÓN HIDRAULICA CON TAPIZ DE CUERINA C. NEGRO;BUENO;SUB-ALCALDIA DISTRITO - 1;OPERACIONES;E-180;ENTIDAD;21/4/2015;-
AF-4591;LA PAZ;OF-01;SILLA;PART-01;20501030171;SIN CODIGO;-;SILLA SEMIJECUTIVA CON APOYA BRAZOS Y SUSPENSIÓN HIDRAULICA CON TAPIZ DE CUERINA C. NEGRO;BUENO;CALLE BOLIVAR S/N;JEFE DE OFICINA;E-149;ENTIDAD;31/3/2015;-
AF-4592;LA PAZ;OF-01;REGISTRO BIOMETRICO;PART-03;20501110014;SIN CODIGO;6530144900438.;RELOJ BIOMETRICO PARA CONTROL DE PERSONAL MARCA ZKTECO MOD. ICLOCK 700;BUENO;ZONA ACHACHICALA;ARCHIVO ACHACHICALA;E-149;ENTIDAD;31/3/2015;-
AF-4593;LA PAZ;OF-01;ROUTER;PART-02;20502110040;SIN CODIGO;CCQ17520Z08;ROUTER MARCA CISCO SMALL BUSINESS VPN FIREWALL 802 11n MOD. RV 110W;BUENO;ZONA ACHACHICALA;ARCHIVO ACHACHICALA;E-149;ENTIDAD;31/3/2015;-
AF-4594;LA PAZ;OF-01;UPS;PART-02;20505080003;SIN CODIGO;381422X12157;UPS MARCA APC MOD. BACK UPS PRO 1500VA 865W, 230V CON PANTALLA LCD NO DE PARTE BR1500GI;BUENO;ZONA ACHACHICALA;ARCHIVO ACHACHICALA;E-149;ENTIDAD;31/3/2015;-
AF-4595;LA PAZ;OF-01;GABINETE;PART-01;20501150008;SIN CODIGO;-;GABINETE METALICO MARCA DELUX DE 6U DE PARED PUERTA DE VIDRIO COMPUERTAS LATERALES INCLUYE VENTILADORES NO DE PARTE GAV-6U;BUENO;ZONA ACHACHICALA;ARCHIVO ACHACHICALA;E-149;ENTIDAD;31/3/2015;-
AF-4596;LA PAZ;OF-13;MONITOR;PART-05;20305010372;SIN CODIGO;133029135.;MONITOR TOUCH MARCA ELO MOD. 1517L;BUENO;CALLE BOLIVAR S/N;5 PISO;E-54;ENTIDAD;31/3/2015;-
AF-4597;LA PAZ;OF-13;MONITOR;PART-05;20305010373;SIN CODIGO;133029122.;MONITOR TOUCH MARCA ELO MOD. 1517L;BUENO;CALLE BOLIVAR S/N;5 PISO;E-54;ENTIDAD;31/3/2015;-
AF-4598;LA PAZ;OF-13;MONITOR;PART-05;20305010374;SIN CODIGO;133029084.;MONITOR TOUCH MARCA ELO MOD. 1517L;BUENO;CALLE BOLIVAR S/N;5 PISO;E-54;ENTIDAD;31/3/2015;-
AF-4599;LA PAZ;OF-13;MONITOR;PART-05;20305010375;SIN CODIGO;133029133.;MONITOR TOUCH MARCA ELO MOD. 1517L;BUENO;CALLE BOLIVAR S/N;5 PISO;E-54;ENTIDAD;31/3/2015;-
AF-4600;LA PAZ;OF-13;MONITOR;PART-05;20305010376;SIN CODIGO;133029147.;MONITOR TOUCH MARCA ELO MOD. 1517L;BUENO;CALLE BOLIVAR S/N;5 PISO;E-54;ENTIDAD;31/3/2015;-
AF-4601;LA PAZ;OF-13;MONITOR;PART-05;20305010377;SIN CODIGO;13329132.;MONITOR TOUCH MARCA ELO MOD. 1517L;BUENO;CALLE BOLIVAR S/N;5 PISO;E-54;ENTIDAD;31/3/2015;-
AF-4602;LA PAZ;OF-13;IMPRESORA;PART-05;20305050776;SIN CODIGO;TC7F095307;IMPRESORAS TERMICA MARCA EPSON MOD. T20 II ETHENET;BUENO;CALLE BOLIVAR S/N;5 PISO;E-54;ENTIDAD;31/3/2015;-
AF-4603;LA PAZ;OF-13;IMPRESORA;PART-05;20305050777;SIN CODIGO;TC7F095247;IMPRESORAS TERMICA MARCA EPSON MOD. T20 II ETHENET;BUENO;CALLE BOLIVAR S/N;5 PISO;E-54;ENTIDAD;31/3/2015;-
AF-4604;LA PAZ;OF-13;IMPRESORA;PART-05;20305050778;SIN CODIGO;TC7F095254;IMPRESORAS TERMICA MARCA EPSON MOD. T20 II ETHENET;BUENO;CALLE BOLIVAR S/N;5 PISO;E-54;ENTIDAD;31/3/2015;-
AF-4605;LA PAZ;OF-13;IMPRESORA;PART-05;20305050779;SIN CODIGO;TC7F095246;IMPRESORAS TERMICA MARCA EPSON MOD. T20 II ETHENET;BUENO;CALLE BOLIVAR S/N;5 PISO;E-54;ENTIDAD;31/3/2015;-
AF-4606;LA PAZ;OF-13;IMPRESORA;PART-05;20305050780;SIN CODIGO;TC7F095253;IMPRESORAS TERMICA MARCA EPSON MOD. T20 II ETHENET;BUENO;CALLE BOLIVAR S/N;5 PISO;E-54;ENTIDAD;31/3/2015;-
AF-4607;LA PAZ;OF-13;IMPRESORA;PART-05;20305050781;SIN CODIGO;TC7F095312;IMPRESORAS TERMICA MARCA EPSON MOD. T20 II ETHENET;BUENO;CALLE BOLIVAR S/N;5 PISO;E-54;ENTIDAD;31/3/2015;-
